,rating,date,variation,verified_reviews,feedback,verified_reviews_tokenized,verified_reviews_clean
1190,5,2018-07-28,White  Spot,great size for bedside plus it dims at night,1,"['great', 'size', 'for', 'bedside', 'plus', 'it', 'dims', 'at', 'night']",
1191,4,2018-07-28,Black  Spot,i love it and it works great the only issue is the “drop in” facetime like feature sometimes lags but that could possibly be an issue with my wifi for where we have it located in the house,1,"['i', 'love', 'it', 'and', 'it', 'works', 'great', 'the', 'only', 'issue', 'is', 'the', '\xe2\x80\x9cdrop', 'in\xe2\x80\x9d', 'facetime', 'like', 'feature', 'sometimes', 'lags', 'but', 'that', 'could', 'possibly', 'be', 'an', 'issue', 'with', 'my', 'wifi', 'for', 'where', 'we', 'have', 'it', 'located', 'in', 'the', 'house']",
1192,5,2018-07-28,Black  Spot,love to have meditation music i use it as a morning alarm just to mention few in general i love it,1,"['love', 'to', 'have', 'meditation', 'music', 'i', 'use', 'it', 'as', 'a', 'morning', 'alarm', 'just', 'to', 'mention', 'few', 'in', 'general', 'i', 'love', 'it']",
1193,5,2018-07-28,Black  Spot,i dont know why i like it but i do its like an allinone alarm clock  if you have other alexa devices you know what it is  if you are looking to get an alarm clock this is the one to get yes its much more than that  it shows you the time it shows you the weather its touch screen it shows you music lyrics and it does all the things your typical alexa device does  its quite loud for its size as well sound way better than echo dot  it also does video calling which is pretty awesome  the viewing angle is great so even if its sitting fairly high up you can still see the display well enough,1,"['i', 'dont', 'know', 'why', 'i', 'like', 'it', 'but', 'i', 'do', 'its', 'like', 'an', 'allinone', 'alarm', 'clock', 'if', 'you', 'have', 'other', 'alexa', 'devices', 'you', 'know', 'what', 'it', 'is', 'if', 'you', 'are', 'looking', 'to', 'get', 'an', 'alarm', 'clock', 'this', 'is', 'the', 'one', 'to', 'get', 'yes', 'its', 'much', 'more', 'than', 'that', 'it', 'shows', 'you', 'the', 'time', 'it', 'shows', 'you', 'the', 'weather', 'its', 'touch', 'screen', 'it', 'shows', 'you', 'music', 'lyrics', 'and', 'it', 'does', 'all', 'the', 'things', 'your', 'typical', 'alexa', 'device', 'does', 'its', 'quite', 'loud', 'for', 'its', 'size', 'as', 'well', 'sound', 'way', 'better', 'than', 'echo', 'dot', 'it', 'also', 'does', 'video', 'calling', 'which', 'is', 'pretty', 'awesome', 'the', 'viewing', 'angle', 'is', 'great', 'so', 'even', 'if', 'its', 'sitting', 'fairly', 'high', 'up', 'you', 'can', 'still', 'see', 'the', 'display', 'well', 'enough']",
1194,5,2018-07-28,White  Spot,quick and easy to set up,1,"['quick', 'and', 'easy', 'to', 'set', 'up']",
1195,3,2018-07-28,Black  Spot,i was hoping for a better clock face to make this an alarm clock replacement   the display brightness dims too much at night to accomplish this taskthe display works well for camera viewingit is an attractive device and a decent value at ,1,"['i', 'was', 'hoping', 'for', 'a', 'better', 'clock', 'face', 'to', 'make', 'this', 'an', 'alarm', 'clock', 'replacement', 'the', 'display', 'brightness', 'dims', 'too', 'much', 'at', 'night', 'to', 'accomplish', 'this', 'taskthe', 'display', 'works', 'well', 'for', 'camera', 'viewingit', 'is', 'an', 'attractive', 'device', 'and', 'a', 'decent', 'value', 'at']",
1196,5,2018-07-28,Black  Spot,great device,1,"['great', 'device']",
1197,4,2018-07-28,Black  Spot,i’m a fan of echo devices i think it’s a great alternative to a clean clock i like using it to adjust the lightning in the room and listening to sounds to help sleep my two year old sleeps so much better with it on we also use it to tell my two year old stories only issue is the volume of alexa speaking when you tell her to turn off the lights is loud when the volume is set to what you want to listen to the music at night,1,"['i\xe2\x80\x99m', 'a', 'fan', 'of', 'echo', 'devices', 'i', 'think', 'it\xe2\x80\x99s', 'a', 'great', 'alternative', 'to', 'a', 'clean', 'clock', 'i', 'like', 'using', 'it', 'to', 'adjust', 'the', 'lightning', 'in', 'the', 'room', 'and', 'listening', 'to', 'sounds', 'to', 'help', 'sleep', 'my', 'two', 'year', 'old', 'sleeps', 'so', 'much', 'better', 'with', 'it', 'on', 'we', 'also', 'use', 'it', 'to', 'tell', 'my', 'two', 'year', 'old', 'stories', 'only', 'issue', 'is', 'the', 'volume', 'of', 'alexa', 'speaking', 'when', 'you', 'tell', 'her', 'to', 'turn', 'off', 'the', 'lights', 'is', 'loud', 'when', 'the', 'volume', 'is', 'set', 'to', 'what', 'you', 'want', 'to', 'listen', 'to', 'the', 'music', 'at', 'night']",
1198,5,2018-07-28,White  Spot,i own  echo devices consider me addicted this little number is awesome not only do i like that it displays the sound is great and it has the same dependable functionality as other echo devices one feature i really like is how it slowly dims after i turn off my bedroom light so i have a night light for a bit i love echo devices and have just about run out of places to put them,1,"['i', 'own', 'echo', 'devices', 'consider', 'me', 'addicted', 'this', 'little', 'number', 'is', 'awesome', 'not', 'only', 'do', 'i', 'like', 'that', 'it', 'displays', 'the', 'sound', 'is', 'great', 'and', 'it', 'has', 'the', 'same', 'dependable', 'functionality', 'as', 'other', 'echo', 'devices', 'one', 'feature', 'i', 'really', 'like', 'is', 'how', 'it', 'slowly', 'dims', 'after', 'i', 'turn', 'off', 'my', 'bedroom', 'light', 'so', 'i', 'have', 'a', 'night', 'light', 'for', 'a', 'bit', 'i', 'love', 'echo', 'devices', 'and', 'have', 'just', 'about', 'run', 'out', 'of', 'places', 'to', 'put', 'them']",
1199,5,2018-07-28,White  Spot,i enjoy this little thing a lot  will do almost anything  i like the jokes it tells  i’m still learning different functions,1,"['i', 'enjoy', 'this', 'little', 'thing', 'a', 'lot', 'will', 'do', 'almost', 'anything', 'i', 'like', 'the', 'jokes', 'it', 'tells', 'i\xe2\x80\x99m', 'still', 'learning', 'different', 'functions']",
1201,5,2018-07-28,Black  Spot,best looking echo device easy to use,1,"['best', 'looking', 'echo', 'device', 'easy', 'to', 'use']",
1202,5,2018-07-28,Black  Spot,a helpful product with a few glitches eg inability to occasionally access all flash briefing stations and understand or answer certain questions but amazon will likely fix and improve it,1,"['a', 'helpful', 'product', 'with', 'a', 'few', 'glitches', 'eg', 'inability', 'to', 'occasionally', 'access', 'all', 'flash', 'briefing', 'stations', 'and', 'understand', 'or', 'answer', 'certain', 'questions', 'but', 'amazon', 'will', 'likely', 'fix', 'and', 'improve', 'it']",
1203,5,2018-07-28,White  Spot,we like it very convenient,1,"['we', 'like', 'it', 'very', 'convenient']",
1204,4,2018-07-28,White  Spot,i love the size of the echo spot it fits on my nightstand but has all of the capabilities of my echo show i like going to sleep with the lightening storm the images along with the sounds are very relaxing the calling and messaging feature is great it’s small enough to take with when we travel i love and own most of the alexa products our whole family uses them,1,"['i', 'love', 'the', 'size', 'of', 'the', 'echo', 'spot', 'it', 'fits', 'on', 'my', 'nightstand', 'but', 'has', 'all', 'of', 'the', 'capabilities', 'of', 'my', 'echo', 'show', 'i', 'like', 'going', 'to', 'sleep', 'with', 'the', 'lightening', 'storm', 'the', 'images', 'along', 'with', 'the', 'sounds', 'are', 'very', 'relaxing', 'the', 'calling', 'and', 'messaging', 'feature', 'is', 'great', 'it\xe2\x80\x99s', 'small', 'enough', 'to', 'take', 'with', 'when', 'we', 'travel', 'i', 'love', 'and', 'own', 'most', 'of', 'the', 'alexa', 'products', 'our', 'whole', 'family', 'uses', 'them']",
1205,5,2018-07-28,Black  Spot,the amazon alexa is so nice to have she wakes me up in the morning with alarms and is great if you have prime because she can do a lot more plays any songs you want her to play and she can even make playlists of your favorite songs i love the alexa because she has games you can play ad you can watch videos or movie trailers on the screen,1,"['the', 'amazon', 'alexa', 'is', 'so', 'nice', 'to', 'have', 'she', 'wakes', 'me', 'up', 'in', 'the', 'morning', 'with', 'alarms', 'and', 'is', 'great', 'if', 'you', 'have', 'prime', 'because', 'she', 'can', 'do', 'a', 'lot', 'more', 'plays', 'any', 'songs', 'you', 'want', 'her', 'to', 'play', 'and', 'she', 'can', 'even', 'make', 'playlists', 'of', 'your', 'favorite', 'songs', 'i', 'love', 'the', 'alexa', 'because', 'she', 'has', 'games', 'you', 'can', 'play', 'ad', 'you', 'can', 'watch', 'videos', 'or', 'movie', 'trailers', 'on', 'the', 'screen']",
1206,5,2018-07-28,White  Spot,love the spot,1,"['love', 'the', 'spot']",
1207,5,2018-07-28,Black  Spot,easy to use easy to set up,1,"['easy', 'to', 'use', 'easy', 'to', 'set', 'up']",
1208,5,2018-07-28,Black  Spot,i love my echo spot that my daughter and son in law got me for my birthday alexa wakes me each morning and plays music when i ask,1,"['i', 'love', 'my', 'echo', 'spot', 'that', 'my', 'daughter', 'and', 'son', 'in', 'law', 'got', 'me', 'for', 'my', 'birthday', 'alexa', 'wakes', 'me', 'each', 'morning', 'and', 'plays', 'music', 'when', 'i', 'ask']",
1209,1,2018-07-28,White  Spot,this product currently has two related software flaws that make it completely unusable there is a card on the homescreen called things to try  its an ad for other alexa services you can try you can turn off all the other homescreen cards but not this one by default the homescreen cards cycle automatically which is incredibly annoying there is a setting where you can opt to have the cards only cycle once instead of cycle continuously but critically this setting does not work my unit has been set to cycle once and the cards still continue to cycle all the time have rebooted the device reset etc etcuntil these two obvious software issues are fixed in my opinion the product is useless,0,"['this', 'product', 'currently', 'has', 'two', 'related', 'software', 'flaws', 'that', 'make', 'it', 'completely', 'unusable', 'there', 'is', 'a', 'card', 'on', 'the', 'homescreen', 'called', 'things', 'to', 'try', 'its', 'an', 'ad', 'for', 'other', 'alexa', 'services', 'you', 'can', 'try', 'you', 'can', 'turn', 'off', 'all', 'the', 'other', 'homescreen', 'cards', 'but', 'not', 'this', 'one', 'by', 'default', 'the', 'homescreen', 'cards', 'cycle', 'automatically', 'which', 'is', 'incredibly', 'annoying', 'there', 'is', 'a', 'setting', 'where', 'you', 'can', 'opt', 'to', 'have', 'the', 'cards', 'only', 'cycle', 'once', 'instead', 'of', 'cycle', 'continuously', 'but', 'critically', 'this', 'setting', 'does', 'not', 'work', 'my', 'unit', 'has', 'been', 'set', 'to', 'cycle', 'once', 'and', 'the', 'cards', 'still', 'continue', 'to', 'cycle', 'all', 'the', 'time', 'have', 'rebooted', 'the', 'device', 'reset', 'etc', 'etcuntil', 'these', 'two', 'obvious', 'software', 'issues', 'are', 'fixed', 'in', 'my', 'opinion', 'the', 'product', 'is', 'useless']",
1210,5,2018-07-28,Black  Spot,great deal on prime day,1,"['great', 'deal', 'on', 'prime', 'day']",
1211,5,2018-07-28,Black  Spot,no problem,1,"['no', 'problem']",
1212,5,2018-07-27,White  Spot,excelente su funcionamiento y llama la atención la rapidez de respuesta y el control que se logra a través de la utilización con alexa me sorprendió gratamente muy recomendable,1,"['excelente', 'su', 'funcionamiento', 'y', 'llama', 'la', 'atenci\xc3\xb3n', 'la', 'rapidez', 'de', 'respuesta', 'y', 'el', 'control', 'que', 'se', 'logra', 'a', 'trav\xc3\xa9s', 'de', 'la', 'utilizaci\xc3\xb3n', 'con', 'alexa', 'me', 'sorprendi\xc3\xb3', 'gratamente', 'muy', 'recomendable']",
1213,5,2018-07-27,Black  Spot,i love love it ,1,"['i', 'love', 'love', 'it']",
1214,5,2018-07-27,Black  Spot,purchased this on prime day and i absolutely love it  i had the echo dot on my nightstand but i really missed a display this is perfect and the speakers are excellent,1,"['purchased', 'this', 'on', 'prime', 'day', 'and', 'i', 'absolutely', 'love', 'it', 'i', 'had', 'the', 'echo', 'dot', 'on', 'my', 'nightstand', 'but', 'i', 'really', 'missed', 'a', 'display', 'this', 'is', 'perfect', 'and', 'the', 'speakers', 'are', 'excellent']",
1215,4,2018-07-27,Black  Spot,yes it met my expectations  the snooze on the alarm needs a but of work  tap it and it snoozes swipe up and it prompts you to dismiss  but without my glasses i cant read it and often it just snoozes  then one day i must have dismissed tomorrows alarm because it never went off  i have it set for monthu  fri i dont need to get up early  a more apparent indicator of the alarm set would be nice  my old alarm had a red light,1,"['yes', 'it', 'met', 'my', 'expectations', 'the', 'snooze', 'on', 'the', 'alarm', 'needs', 'a', 'but', 'of', 'work', 'tap', 'it', 'and', 'it', 'snoozes', 'swipe', 'up', 'and', 'it', 'prompts', 'you', 'to', 'dismiss', 'but', 'without', 'my', 'glasses', 'i', 'cant', 'read', 'it', 'and', 'often', 'it', 'just', 'snoozes', 'then', 'one', 'day', 'i', 'must', 'have', 'dismissed', 'tomorrows', 'alarm', 'because', 'it', 'never', 'went', 'off', 'i', 'have', 'it', 'set', 'for', 'monthu', 'fri', 'i', 'dont', 'need', 'to', 'get', 'up', 'early', 'a', 'more', 'apparent', 'indicator', 'of', 'the', 'alarm', 'set', 'would', 'be', 'nice', 'my', 'old', 'alarm', 'had', 'a', 'red', 'light']",
1216,5,2018-07-27,Black  Spot,great product and i like the screen for a alarm clock,1,"['great', 'product', 'and', 'i', 'like', 'the', 'screen', 'for', 'a', 'alarm', 'clock']",
1217,5,2018-07-27,Black  Spot,such a fun easy and convenient device to have around the house no need to pick up my phone to look something up just a few words and the world is at your fingertips the speaker puts off great sound and the screen is crisp the price is right for a device like this,1,"['such', 'a', 'fun', 'easy', 'and', 'convenient', 'device', 'to', 'have', 'around', 'the', 'house', 'no', 'need', 'to', 'pick', 'up', 'my', 'phone', 'to', 'look', 'something', 'up', 'just', 'a', 'few', 'words', 'and', 'the', 'world', 'is', 'at', 'your', 'fingertips', 'the', 'speaker', 'puts', 'off', 'great', 'sound', 'and', 'the', 'screen', 'is', 'crisp', 'the', 'price', 'is', 'right', 'for', 'a', 'device', 'like', 'this']",
1218,4,2018-07-27,Black  Spot,a great replacement for the bedside alarm clock which had a funny habit of going off at am every time the cleaning ladies came through we mostly use it to turn the ceiling fan lights on and off while leaving the fan running only gripe would be the mic sensitivity which doesnt appear be as good as the view or gen it can get a little frustrating having to repeat yourself,1,"['a', 'great', 'replacement', 'for', 'the', 'bedside', 'alarm', 'clock', 'which', 'had', 'a', 'funny', 'habit', 'of', 'going', 'off', 'at', 'am', 'every', 'time', 'the', 'cleaning', 'ladies', 'came', 'through', 'we', 'mostly', 'use', 'it', 'to', 'turn', 'the', 'ceiling', 'fan', 'lights', 'on', 'and', 'off', 'while', 'leaving', 'the', 'fan', 'running', 'only', 'gripe', 'would', 'be', 'the', 'mic', 'sensitivity', 'which', 'doesnt', 'appear', 'be', 'as', 'good', 'as', 'the', 'view', 'or', 'gen', 'it', 'can', 'get', 'a', 'little', 'frustrating', 'having', 'to', 'repeat', 'yourself']",
1219,5,2018-07-27,White  Spot,this product has made my life much simpler with a little one i use it a lot for music and when i have my hands full turning it onoff or updown is a breeze the screen is a great novelty where i can watch the news,1,"['this', 'product', 'has', 'made', 'my', 'life', 'much', 'simpler', 'with', 'a', 'little', 'one', 'i', 'use', 'it', 'a', 'lot', 'for', 'music', 'and', 'when', 'i', 'have', 'my', 'hands', 'full', 'turning', 'it', 'onoff', 'or', 'updown', 'is', 'a', 'breeze', 'the', 'screen', 'is', 'a', 'great', 'novelty', 'where', 'i', 'can', 'watch', 'the', 'news']",
1220,4,2018-07-27,White  Spot,works well and was easy to set up,1,"['works', 'well', 'and', 'was', 'easy', 'to', 'set', 'up']",
1221,5,2018-07-27,Black  Spot,love my spot it now acts as my new alarm,1,"['love', 'my', 'spot', 'it', 'now', 'acts', 'as', 'my', 'new', 'alarm']",
1222,5,2018-07-27,White  Spot,this is the one of my favorite amazon devices  have one in my bedroom and use as alarm clock perfect addition to our home of alexa devices,1,"['this', 'is', 'the', 'one', 'of', 'my', 'favorite', 'amazon', 'devices', 'have', 'one', 'in', 'my', 'bedroom', 'and', 'use', 'as', 'alarm', 'clock', 'perfect', 'addition', 'to', 'our', 'home', 'of', 'alexa', 'devices']",
1223,5,2018-07-27,Black  Spot,wasnt so sure about bringing smart technology into my home but im hooked i love the sleek look of the echo spot on my nightstand and how easy it was to set up and use i also love that it scrolls the news local weather and give suggestions of what to ask alexa i use this as my alarm clock speaker and have it syncd with the etekcity voltson wifi smart plugs to control the lighting in my apartment,1,"['wasnt', 'so', 'sure', 'about', 'bringing', 'smart', 'technology', 'into', 'my', 'home', 'but', 'im', 'hooked', 'i', 'love', 'the', 'sleek', 'look', 'of', 'the', 'echo', 'spot', 'on', 'my', 'nightstand', 'and', 'how', 'easy', 'it', 'was', 'to', 'set', 'up', 'and', 'use', 'i', 'also', 'love', 'that', 'it', 'scrolls', 'the', 'news', 'local', 'weather', 'and', 'give', 'suggestions', 'of', 'what', 'to', 'ask', 'alexa', 'i', 'use', 'this', 'as', 'my', 'alarm', 'clock', 'speaker', 'and', 'have', 'it', 'syncd', 'with', 'the', 'etekcity', 'voltson', 'wifi', 'smart', 'plugs', 'to', 'control', 'the', 'lighting', 'in', 'my', 'apartment']",
1225,1,2018-07-27,Black  Spot,you need a harvard law degree to operate this thing its going back very soon,0,"['you', 'need', 'a', 'harvard', 'law', 'degree', 'to', 'operate', 'this', 'thing', 'its', 'going', 'back', 'very', 'soon']",
1226,5,2018-07-26,Black  Spot,love it getting use to it and alexa is getting use to my voice  sometimes she doesnt answer but i think it has to do when internet is low or is updating or my voice isnt strong over all i havent had any of the annoying stuff that everyone is complaining about thank goodness i didnt listen to those reviews  and paid attention to the apple guy ,1,"['love', 'it', 'getting', 'use', 'to', 'it', 'and', 'alexa', 'is', 'getting', 'use', 'to', 'my', 'voice', 'sometimes', 'she', 'doesnt', 'answer', 'but', 'i', 'think', 'it', 'has', 'to', 'do', 'when', 'internet', 'is', 'low', 'or', 'is', 'updating', 'or', 'my', 'voice', 'isnt', 'strong', 'over', 'all', 'i', 'havent', 'had', 'any', 'of', 'the', 'annoying', 'stuff', 'that', 'everyone', 'is', 'complaining', 'about', 'thank', 'goodness', 'i', 'didnt', 'listen', 'to', 'those', 'reviews', 'and', 'paid', 'attention', 'to', 'the', 'apple', 'guy']",
1227,2,2018-07-26,Black  Spot,product turns on randomly and sometimes at night,0,"['product', 'turns', 'on', 'randomly', 'and', 'sometimes', 'at', 'night']",
1228,5,2018-07-26,White  Spot,i used it as an alarm clock  i lov it,1,"['i', 'used', 'it', 'as', 'an', 'alarm', 'clock', 'i', 'lov', 'it']",
1229,3,2018-07-26,Black  Spot,it was much smaller than i was expecting for the cost,1,"['it', 'was', 'much', 'smaller', 'than', 'i', 'was', 'expecting', 'for', 'the', 'cost']",
1230,5,2018-07-26,Black  Spot,i’m amazed,1,"['i\xe2\x80\x99m', 'amazed']",
1231,5,2018-07-26,White  Spot,alexa wakes me up everyday for work to whatever station on iheart radio or spotify i want plus when i do get smart home devices she’ll be even more useful to me she’s really helpful with answering random questions the small screen sucks for video as it is small and round but it’s nice to have something to show time and pictures,1,"['alexa', 'wakes', 'me', 'up', 'everyday', 'for', 'work', 'to', 'whatever', 'station', 'on', 'iheart', 'radio', 'or', 'spotify', 'i', 'want', 'plus', 'when', 'i', 'do', 'get', 'smart', 'home', 'devices', 'she\xe2\x80\x99ll', 'be', 'even', 'more', 'useful', 'to', 'me', 'she\xe2\x80\x99s', 'really', 'helpful', 'with', 'answering', 'random', 'questions', 'the', 'small', 'screen', 'sucks', 'for', 'video', 'as', 'it', 'is', 'small', 'and', 'round', 'but', 'it\xe2\x80\x99s', 'nice', 'to', 'have', 'something', 'to', 'show', 'time', 'and', 'pictures']",
1232,5,2018-07-26,Black  Spot,fun so farstill learning how it all works,1,"['fun', 'so', 'farstill', 'learning', 'how', 'it', 'all', 'works']",
1233,5,2018-07-26,Black  Spot,i purchased this on prime day mostly as a present for myself because i found having the echo plus on my kitchen counter to be overwhelming when cooking cutting cleaning etc especially when our counters aren’t very wide to begin with after going back and forth between this and the show i decided on this because i felt it had all the same features but is more compact i can honestly say i have no regrets while i probably wouldn’t watch a movie i’d been dying to see on this it’s a great way to listen to music watch a quick youtube video etc i even attempted watching “jaws” on this and while it wasn’t the most comfortable thing for my eyes to do it wasn’t as bad as one would think i would definitely recommend,1,"['i', 'purchased', 'this', 'on', 'prime', 'day', 'mostly', 'as', 'a', 'present', 'for', 'myself', 'because', 'i', 'found', 'having', 'the', 'echo', 'plus', 'on', 'my', 'kitchen', 'counter', 'to', 'be', 'overwhelming', 'when', 'cooking', 'cutting', 'cleaning', 'etc', 'especially', 'when', 'our', 'counters', 'aren\xe2\x80\x99t', 'very', 'wide', 'to', 'begin', 'with', 'after', 'going', 'back', 'and', 'forth', 'between', 'this', 'and', 'the', 'show', 'i', 'decided', 'on', 'this', 'because', 'i', 'felt', 'it', 'had', 'all', 'the', 'same', 'features', 'but', 'is', 'more', 'compact', 'i', 'can', 'honestly', 'say', 'i', 'have', 'no', 'regrets', 'while', 'i', 'probably', 'wouldn\xe2\x80\x99t', 'watch', 'a', 'movie', 'i\xe2\x80\x99d', 'been', 'dying', 'to', 'see', 'on', 'this', 'it\xe2\x80\x99s', 'a', 'great', 'way', 'to', 'listen', 'to', 'music', 'watch', 'a', 'quick', 'youtube', 'video', 'etc', 'i', 'even', 'attempted', 'watching', '\xe2\x80\x9cjaws\xe2\x80\x9d', 'on', 'this', 'and', 'while', 'it', 'wasn\xe2\x80\x99t', 'the', 'most', 'comfortable', 'thing', 'for', 'my', 'eyes', 'to', 'do', 'it', 'wasn\xe2\x80\x99t', 'as', 'bad', 'as', 'one', 'would', 'think', 'i', 'would', 'definitely', 'recommend']",
1234,5,2018-07-26,Black  Spot,we love the echo spot i use it on my nightstand for alarm clock and play iheartradio radio while getting dressed,1,"['we', 'love', 'the', 'echo', 'spot', 'i', 'use', 'it', 'on', 'my', 'nightstand', 'for', 'alarm', 'clock', 'and', 'play', 'iheartradio', 'radio', 'while', 'getting', 'dressed']",
1235,5,2018-07-26,Black  Spot,it was easy set up  i use it more than i thought,1,"['it', 'was', 'easy', 'set', 'up', 'i', 'use', 'it', 'more', 'than', 'i', 'thought']",
1236,1,2018-07-26,Black  Spot,i would love this but there is no way to stop the screen from constantly scrolling through “things to try” if amazon would make this a setting i would change my review to  stars,0,"['i', 'would', 'love', 'this', 'but', 'there', 'is', 'no', 'way', 'to', 'stop', 'the', 'screen', 'from', 'constantly', 'scrolling', 'through', '\xe2\x80\x9cthings', 'to', 'try\xe2\x80\x9d', 'if', 'amazon', 'would', 'make', 'this', 'a', 'setting', 'i', 'would', 'change', 'my', 'review', 'to', 'stars']",
1237,5,2018-07-26,Black  Spot,i am a small business owner with no staff with the alexa driven echo spot i feel like ive hired my first assistant my echo spot keeps me organized updated and assistance when i need information that will help my day run more smoothly i love my echo spot so much i bought  more for my kids who love their echo spot too i highly recommend this productsuggested improvement for future versions make the echo spot wireless 😊,1,"['i', 'am', 'a', 'small', 'business', 'owner', 'with', 'no', 'staff', 'with', 'the', 'alexa', 'driven', 'echo', 'spot', 'i', 'feel', 'like', 'ive', 'hired', 'my', 'first', 'assistant', 'my', 'echo', 'spot', 'keeps', 'me', 'organized', 'updated', 'and', 'assistance', 'when', 'i', 'need', 'information', 'that', 'will', 'help', 'my', 'day', 'run', 'more', 'smoothly', 'i', 'love', 'my', 'echo', 'spot', 'so', 'much', 'i', 'bought', 'more', 'for', 'my', 'kids', 'who', 'love', 'their', 'echo', 'spot', 'too', 'i', 'highly', 'recommend', 'this', 'productsuggested', 'improvement', 'for', 'future', 'versions', 'make', 'the', 'echo', 'spot', 'wireless', '\xf0\x9f\x98\x8a']",
1238,5,2018-07-26,Black  Spot,bedroom clock  ask questions  weather reportsalarm clock ⏰ music 🎶 download music,1,"['bedroom', 'clock', 'ask', 'questions', 'weather', 'reportsalarm', 'clock', '\xe2\x8f\xb0', 'music', '\xf0\x9f\x8e\xb6', 'download', 'music']",
1239,4,2018-07-26,White  Spot,speakers are not as loud as google home,1,"['speakers', 'are', 'not', 'as', 'loud', 'as', 'google', 'home']",
1240,2,2018-07-26,White  Spot,i havent figured out how to make or receive calls  device tells me i need to register and i do not know what to do,0,"['i', 'havent', 'figured', 'out', 'how', 'to', 'make', 'or', 'receive', 'calls', 'device', 'tells', 'me', 'i', 'need', 'to', 'register', 'and', 'i', 'do', 'not', 'know', 'what', 'to', 'do']",
1241,5,2018-07-26,Black  Spot,i need to get some better controls for custom displays and the ability to make my own clock but thats asking a lot in general great device glad i got it,1,"['i', 'need', 'to', 'get', 'some', 'better', 'controls', 'for', 'custom', 'displays', 'and', 'the', 'ability', 'to', 'make', 'my', 'own', 'clock', 'but', 'thats', 'asking', 'a', 'lot', 'in', 'general', 'great', 'device', 'glad', 'i', 'got', 'it']",
1242,5,2018-07-26,White  Spot,great buy,1,"['great', 'buy']",
1243,5,2018-07-26,White  Spot,gave it my daughter for her birthday she loves it sound is amazing she plays music on it constantly worth every penny this is the third amazon device purchased we have  echo shows and now the spot,1,"['gave', 'it', 'my', 'daughter', 'for', 'her', 'birthday', 'she', 'loves', 'it', 'sound', 'is', 'amazing', 'she', 'plays', 'music', 'on', 'it', 'constantly', 'worth', 'every', 'penny', 'this', 'is', 'the', 'third', 'amazon', 'device', 'purchased', 'we', 'have', 'echo', 'shows', 'and', 'now', 'the', 'spot']",
1244,4,2018-07-26,White  Spot,i use the product as an alarm clock i love being able to set my schedule for the week and not worry about it when images are shown they are cut off little because its trying to fit it into a circle,1,"['i', 'use', 'the', 'product', 'as', 'an', 'alarm', 'clock', 'i', 'love', 'being', 'able', 'to', 'set', 'my', 'schedule', 'for', 'the', 'week', 'and', 'not', 'worry', 'about', 'it', 'when', 'images', 'are', 'shown', 'they', 'are', 'cut', 'off', 'little', 'because', 'its', 'trying', 'to', 'fit', 'it', 'into', 'a', 'circle']",
1245,4,2018-07-26,Black  Spot,love the ease of use and convenience the echo spot has offered,1,"['love', 'the', 'ease', 'of', 'use', 'and', 'convenience', 'the', 'echo', 'spot', 'has', 'offered']",
1246,1,2018-07-26,Black  Spot,great product and i would give  stars  but you cant scroll face cards without having the stupid try and ask alexa suggestions pop up  yes you can have it scroll once and just stay on the clock but i like having other cards as well god its the worst and so irritating  i got it super cheap so i just face the screen toward the wall and treat it like a dot instead of a spot  what a dumb move on amazons​ part,0,"['great', 'product', 'and', 'i', 'would', 'give', 'stars', 'but', 'you', 'cant', 'scroll', 'face', 'cards', 'without', 'having', 'the', 'stupid', 'try', 'and', 'ask', 'alexa', 'suggestions', 'pop', 'up', 'yes', 'you', 'can', 'have', 'it', 'scroll', 'once', 'and', 'just', 'stay', 'on', 'the', 'clock', 'but', 'i', 'like', 'having', 'other', 'cards', 'as', 'well', 'god', 'its', 'the', 'worst', 'and', 'so', 'irritating', 'i', 'got', 'it', 'super', 'cheap', 'so', 'i', 'just', 'face', 'the', 'screen', 'toward', 'the', 'wall', 'and', 'treat', 'it', 'like', 'a', 'dot', 'instead', 'of', 'a', 'spot', 'what', 'a', 'dumb', 'move', 'on', 'amazons\xe2\x80\x8b', 'part']",
1247,4,2018-07-26,Black  Spot,love that i have command access to news such as bloomberg tv npr etchighly recommend that you gain access to alexa app before setting up device and get familiar with key featuresservicessuch as setting up your daily commuteif family and friends have spotthen it’s a great substitute for skype and face timeyou can always “drop in” when missing loved ones or just to catch up,1,"['love', 'that', 'i', 'have', 'command', 'access', 'to', 'news', 'such', 'as', 'bloomberg', 'tv', 'npr', 'etchighly', 'recommend', 'that', 'you', 'gain', 'access', 'to', 'alexa', 'app', 'before', 'setting', 'up', 'device', 'and', 'get', 'familiar', 'with', 'key', 'featuresservicessuch', 'as', 'setting', 'up', 'your', 'daily', 'commuteif', 'family', 'and', 'friends', 'have', 'spotthen', 'it\xe2\x80\x99s', 'a', 'great', 'substitute', 'for', 'skype', 'and', 'face', 'timeyou', 'can', 'always', '\xe2\x80\x9cdrop', 'in\xe2\x80\x9d', 'when', 'missing', 'loved', 'ones', 'or', 'just', 'to', 'catch', 'up']",
